Date,Open,High,Low,Close,Adj Close,Volume
1990-02-16,0.305804,0.308036,0.301339,0.301339,0.241505,127209600
1990-02-20,0.299107,0.301339,0.294643,0.299107,0.239716,123244800
1990-02-21,0.292411,0.305804,0.290179,0.303571,0.243294,175907200
1990-02-22,0.303571,0.308036,0.294643,0.294643,0.236138,195182400
1990-02-23,0.292411,0.299107,0.292411,0.296875,0.237927,149956800
1990-02-26,0.294643,0.305804,0.294643,0.303571,0.243294,79609600
1990-02-27,0.303571,0.305804,0.299107,0.299107,0.239716,73953600
1990-02-28,0.299107,0.303571,0.296875,0.303571,0.243294,109334400
1990-03-01,0.299107,0.310268,0.296875,0.305804,0.245083,203896000
1990-03-02,0.299107,0.310268,0.296875,0.301339,0.241505,104899200
1990-03-05,0.299107,0.310268,0.299107,0.308036,0.246872,182470400
1990-03-06,0.312500,0.314732,0.308036,0.314732,0.252238,156016000
1990-03-07,0.312500,0.321429,0.312500,0.315848,0.253133,204220800
1990-03-08,0.319196,0.330357,0.312500,0.328125,0.262972,223843200
1990-03-09,0.328125,0.334821,0.323661,0.329241,0.263867,230473600
1990-03-12,0.332589,0.334821,0.323661,0.327009,0.262078,163956800
1990-03-13,0.325893,0.332589,0.323661,0.329241,0.263867,148579200
1990-03-14,0.328125,0.332589,0.325893,0.330357,0.264761,101785600
1990-03-15,0.325893,0.339286,0.325893,0.328125,0.262972,120232000
1990-03-16,0.357143,0.363839,0.349330,0.359375,0.288017,644761600
1990-03-19,0.361607,0.379464,0.357143,0.378348,0.303223,431793600
1990-03-20,0.377232,0.383929,0.363839,0.369420,0.296068,391316800
1990-03-21,0.368304,0.377232,0.368304,0.371652,0.297856,152734400
1990-03-22,0.372768,0.377232,0.363839,0.363839,0.291595,231660800
1990-03-23,0.368304,0.383929,0.366071,0.377232,0.302328,227987200
1990-03-26,0.379464,0.387277,0.375000,0.377232,0.302328,128060800
1990-03-27,0.375000,0.377232,0.368304,0.375000,0.300540,84604800
1990-03-28,0.375000,0.376116,0.366071,0.368304,0.295173,102939200
1990-03-29,0.366071,0.370536,0.363839,0.367188,0.294279,96891200
1990-03-30,0.357143,0.366071,0.357143,0.359375,0.288017,223350400
1990-04-02,0.357143,0.362723,0.352679,0.359375,0.288017,148769600
1990-04-03,0.361607,0.372768,0.361607,0.372768,0.298751,139708800
1990-04-04,0.370536,0.375000,0.363839,0.368304,0.295173,149732800
1990-04-05,0.366071,0.368304,0.357143,0.359375,0.288017,108192000
1990-04-06,0.359375,0.368304,0.354911,0.356027,0.285334,118238400
1990-04-09,0.354911,0.370536,0.352679,0.367188,0.294279,105481600
1990-04-10,0.368304,0.375000,0.366071,0.368304,0.295173,131320000
1990-04-11,0.370536,0.383929,0.370536,0.379464,0.304117,213158400
1990-04-12,0.383929,0.392857,0.379464,0.386161,0.309484,211803200
1990-04-16,0.388393,0.395089,0.386161,0.390625,0.313062,226889600
1990-04-17,0.386161,0.388393,0.381696,0.386161,0.309484,131107200
1990-04-18,0.386161,0.390625,0.379464,0.386161,0.309484,193446400
1990-04-19,0.372768,0.385045,0.357143,0.359375,0.288017,481476800
1990-04-20,0.364955,0.370536,0.354911,0.359375,0.288017,323523200
1990-04-23,0.359375,0.361607,0.352679,0.354911,0.284439,128352000
1990-04-24,0.357143,0.361607,0.343750,0.345982,0.277283,303732800
1990-04-25,0.345982,0.348214,0.341518,0.345982,0.277283,132574400
1990-04-26,0.348214,0.352679,0.340402,0.347098,0.278178,142161600
1990-04-27,0.348214,0.352679,0.345982,0.349330,0.279967,116412800
1990-04-30,0.350446,0.354911,0.348214,0.351563,0.281756,136393600
1990-05-01,0.354911,0.357143,0.351563,0.353795,0.283545,163609600
1990-05-02,0.354911,0.357143,0.350446,0.354911,0.284439,135430400
1990-05-03,0.354911,0.359375,0.354911,0.357143,0.286228,166308800
1990-05-04,0.357143,0.363839,0.350446,0.357143,0.286228,169534400
1990-05-07,0.354911,0.372768,0.354911,0.370536,0.296962,135990400
1990-05-08,0.366071,0.375000,0.366071,0.372768,0.298751,112459200
1990-05-09,0.371652,0.375000,0.368304,0.373884,0.299645,97238400
1990-05-10,0.372768,0.372768,0.361607,0.369420,0.296068,179043200
1990-05-11,0.369420,0.381696,0.363839,0.380580,0.305012,215241600
1990-05-14,0.381696,0.381696,0.368304,0.372768,0.298751,226385600
1990-05-15,0.369420,0.375000,0.366071,0.372768,0.298751,149385600
1990-05-16,0.372768,0.372768,0.366071,0.371652,0.297856,87304000
1990-05-17,0.372768,0.377232,0.366071,0.370536,0.296962,153585600
1990-05-18,0.368304,0.370536,0.352679,0.354911,0.284439,258462400
1990-05-21,0.352679,0.357143,0.345982,0.352679,0.283435,262483200
1990-05-22,0.358259,0.370536,0.357143,0.369420,0.296889,301089600
1990-05-23,0.368304,0.379464,0.368304,0.375000,0.301374,207513600
1990-05-24,0.377232,0.377232,0.370536,0.375000,0.301374,148131200
1990-05-25,0.352679,0.363839,0.348214,0.357143,0.287023,323321600
1990-05-29,0.357143,0.368304,0.350446,0.366071,0.294198,243208000
1990-05-30,0.371652,0.372768,0.368304,0.369420,0.296889,276819200
1990-05-31,0.370536,0.370536,0.366071,0.368304,0.295992,103084800
1990-06-01,0.369420,0.375000,0.363839,0.363839,0.292404,157236800
1990-06-04,0.363839,0.366071,0.354911,0.363839,0.292404,179424000
1990-06-05,0.366071,0.366071,0.348214,0.352679,0.283435,299432000
1990-06-06,0.348214,0.352679,0.345982,0.352679,0.283435,211747200
1990-06-07,0.352679,0.354911,0.343750,0.348214,0.279847,186435200
1990-06-08,0.343750,0.343750,0.334821,0.341518,0.274465,333883200
1990-06-11,0.337054,0.348214,0.337054,0.348214,0.279847,157897600
1990-06-12,0.349330,0.361607,0.345982,0.361607,0.290610,165032000
1990-06-13,0.360491,0.363839,0.354911,0.354911,0.285229,138947200
1990-06-14,0.357143,0.359375,0.350446,0.354911,0.285229,140324800
1990-06-15,0.354911,0.357143,0.349330,0.352679,0.283435,144144000
1990-06-18,0.350446,0.352679,0.348214,0.350446,0.281640,111395200
1990-06-19,0.348214,0.354911,0.342634,0.353795,0.284332,157225600
1990-06-20,0.356027,0.359375,0.354911,0.357143,0.287023,154739200
1990-06-21,0.357143,0.375000,0.357143,0.373884,0.300477,208600000
1990-06-22,0.375000,0.380580,0.368304,0.370536,0.297786,283976000
1990-06-25,0.370536,0.372768,0.359375,0.368304,0.295992,122001600
1990-06-26,0.372768,0.375000,0.360491,0.362723,0.291507,127254400
1990-06-27,0.363839,0.375000,0.359375,0.370536,0.297786,97227200
1990-06-28,0.381696,0.386161,0.372768,0.383929,0.308549,249939200
1990-06-29,0.383929,0.400670,0.381696,0.399554,0.321107,325192000
1990-07-02,0.397321,0.397321,0.390625,0.392857,0.315725,135408000
1990-07-03,0.391741,0.397321,0.390625,0.392857,0.315725,99500800
1990-07-05,0.390625,0.395089,0.386161,0.388393,0.312137,107464000
1990-07-06,0.388393,0.401786,0.386161,0.399554,0.321107,209059200
1990-07-09,0.401786,0.419643,0.399554,0.416295,0.334561,315459200
1990-07-10,0.419643,0.424107,0.417411,0.419643,0.337251,361424000
1990-07-11,0.417411,0.419643,0.408482,0.419643,0.337251,246153600
1990-07-12,0.417411,0.424107,0.415179,0.422991,0.339942,182470400
1990-07-13,0.424107,0.426339,0.417411,0.417411,0.335458,230977600
1990-07-16,0.417411,0.420759,0.404018,0.407366,0.327385,179704000
1990-07-17,0.408482,0.410714,0.392857,0.395089,0.317518,136852800
1990-07-18,0.397321,0.401786,0.383929,0.398438,0.320210,288366400
1990-07-19,0.363839,0.379464,0.357143,0.372768,0.299580,585984000
1990-07-20,0.375000,0.379464,0.363839,0.366071,0.294198,191844800
1990-07-23,0.366071,0.372768,0.357143,0.370536,0.297786,270188800
1990-07-24,0.375000,0.377232,0.366071,0.376116,0.302270,193916800
1990-07-25,0.375000,0.386161,0.372768,0.377232,0.303167,104921600
1990-07-26,0.377232,0.379464,0.366071,0.369420,0.296889,80337600
1990-07-27,0.368304,0.372768,0.361607,0.369420,0.296889,62316800
1990-07-30,0.363839,0.379464,0.363839,0.378348,0.304064,85456000
1990-07-31,0.379464,0.381696,0.370536,0.375000,0.301374,96006400
1990-08-01,0.375000,0.381696,0.370536,0.378348,0.304064,93508800
1990-08-02,0.368304,0.390625,0.368304,0.388393,0.312137,223126400
1990-08-03,0.388393,0.390625,0.354911,0.368304,0.295992,268968000
1990-08-06,0.348214,0.361607,0.343750,0.352679,0.283435,179659200
1990-08-07,0.359375,0.362723,0.345982,0.352679,0.283435,198531200
1990-08-08,0.352679,0.363839,0.352679,0.358259,0.287919,102536000
1990-08-09,0.359375,0.361607,0.350446,0.352679,0.283435,96387200
1990-08-10,0.345982,0.350446,0.341518,0.345982,0.278053,102704000
1990-08-13,0.339286,0.357143,0.338170,0.356027,0.286126,156116800
1990-08-14,0.357143,0.357143,0.350446,0.354911,0.285229,98168000
1990-08-15,0.357143,0.359375,0.350446,0.350446,0.281640,92052800
1990-08-16,0.348214,0.353795,0.343750,0.343750,0.276259,123894400
1990-08-17,0.343750,0.343750,0.319196,0.325893,0.261908,246108800
1990-08-20,0.325893,0.334821,0.323661,0.328125,0.264499,75062400
1990-08-21,0.319196,0.328125,0.314732,0.323661,0.260900,161044800
1990-08-22,0.330357,0.330357,0.311384,0.313616,0.252803,122718400
1990-08-23,0.305804,0.312500,0.299107,0.308036,0.248305,143696000
1990-08-24,0.314732,0.321429,0.310268,0.316964,0.255502,73416000
1990-08-27,0.328125,0.339286,0.323661,0.337054,0.271696,117465600
1990-08-28,0.334821,0.342634,0.332589,0.340402,0.274395,80192000
1990-08-29,0.339286,0.340402,0.328125,0.332589,0.268097,150931200
1990-08-30,0.332589,0.334821,0.321429,0.323661,0.260900,122595200
1990-08-31,0.321429,0.332589,0.321429,0.330357,0.266298,99456000
1990-09-04,0.325893,0.334821,0.325893,0.330357,0.266298,82745600
1990-09-05,0.332589,0.332589,0.319196,0.321429,0.259101,64052800
1990-09-06,0.316964,0.321429,0.314732,0.319196,0.257301,87628800
1990-09-07,0.316964,0.328125,0.313616,0.324777,0.261800,58172800
1990-09-10,0.330357,0.330357,0.319196,0.319196,0.257301,75980800
1990-09-11,0.321429,0.322545,0.301339,0.303571,0.244706,178270400
1990-09-12,0.308036,0.308036,0.299107,0.303571,0.244706,100408000
1990-09-13,0.308036,0.310268,0.294643,0.301339,0.242907,97260800
1990-09-14,0.299107,0.305804,0.296875,0.303571,0.244706,113915200
1990-09-17,0.303571,0.314732,0.299107,0.301339,0.242907,77672000
1990-09-18,0.301339,0.301339,0.294643,0.297991,0.240208,124611200
1990-09-19,0.296875,0.301339,0.285714,0.290179,0.233911,182459200
1990-09-20,0.287946,0.287946,0.279018,0.282366,0.227613,100934400
1990-09-21,0.285714,0.290179,0.276786,0.281250,0.226713,153865600
1990-09-24,0.281250,0.281250,0.265625,0.270089,0.217716,138499200
1990-09-25,0.272321,0.274554,0.261161,0.267857,0.215917,157953600
1990-09-26,0.267857,0.272321,0.265625,0.265625,0.214118,94136000
1990-09-27,0.267857,0.272321,0.250000,0.252232,0.203322,142340800
1990-09-28,0.254464,0.258929,0.243304,0.258929,0.208721,176041600
1990-10-01,0.263393,0.276786,0.261161,0.272321,0.219516,155657600
1990-10-02,0.276786,0.285714,0.263393,0.264509,0.213218,270984000
1990-10-03,0.265625,0.265625,0.238839,0.241071,0.194325,268240000
1990-10-04,0.238839,0.250000,0.234375,0.250000,0.201523,213494400
1990-10-05,0.241071,0.256696,0.241071,0.250000,0.201523,99489600
1990-10-08,0.256696,0.261161,0.252232,0.260045,0.209620,61532800
1990-10-09,0.254464,0.258929,0.247768,0.250000,0.201523,120579200
1990-10-10,0.243304,0.250000,0.232143,0.236607,0.190727,147907200
1990-10-11,0.238839,0.248884,0.227679,0.247768,0.199724,205979200
1990-10-12,0.252232,0.254464,0.241071,0.252232,0.203322,228648000
1990-10-15,0.254464,0.256696,0.237723,0.247768,0.199724,201017600
1990-10-16,0.245536,0.245536,0.216518,0.223214,0.179931,305233600
1990-10-17,0.225446,0.236607,0.223214,0.236607,0.190727,309064000
1990-10-18,0.236607,0.256696,0.236607,0.254464,0.205121,315000000
1990-10-19,0.279018,0.283482,0.270089,0.280134,0.225814,933732800
1990-10-22,0.281250,0.281250,0.272321,0.277902,0.224015,252739200
1990-10-23,0.276786,0.281250,0.270089,0.276786,0.223115,167048000
1990-10-24,0.274554,0.276786,0.267857,0.272321,0.219516,141825600
1990-10-25,0.270089,0.279018,0.264509,0.267857,0.215917,153462400
1990-10-26,0.265625,0.279018,0.265625,0.267857,0.215917,134198400
1990-10-29,0.270089,0.272321,0.265625,0.266741,0.215018,123480000
1990-10-30,0.265625,0.274554,0.257813,0.271205,0.218616,98044800
1990-10-31,0.272321,0.284598,0.270089,0.274554,0.221316,148758400
1990-11-01,0.272321,0.276786,0.265625,0.272321,0.219516,90652800
1990-11-02,0.272321,0.289063,0.272321,0.283482,0.228512,148612800
1990-11-05,0.287946,0.299107,0.285714,0.296875,0.239308,184475200
1990-11-06,0.299107,0.308036,0.296875,0.299107,0.241108,184766400
1990-11-07,0.299107,0.301339,0.291295,0.296875,0.239308,202977600
1990-11-08,0.294643,0.312500,0.294643,0.308036,0.248305,199248000
1990-11-09,0.312500,0.319196,0.308036,0.316964,0.255502,198228800
1990-11-12,0.316964,0.328125,0.314732,0.323661,0.260900,145051200
1990-11-13,0.323661,0.325893,0.319196,0.321429,0.259101,141948800
1990-11-14,0.319196,0.332589,0.319196,0.330357,0.266298,190747200
1990-11-15,0.328125,0.330357,0.316964,0.321429,0.259101,161772800
1990-11-16,0.319196,0.321429,0.310268,0.313616,0.253648,183008000
1990-11-19,0.316964,0.324777,0.314732,0.324777,0.262675,223910400
1990-11-20,0.325893,0.328125,0.314732,0.316964,0.256356,153630400
1990-11-21,0.314732,0.323661,0.310268,0.322545,0.260870,123211200
1990-11-23,0.323661,0.330357,0.321429,0.324777,0.262675,53200000
1990-11-26,0.321429,0.330357,0.321429,0.328125,0.265383,81457600
1990-11-27,0.330357,0.341518,0.328125,0.334821,0.270799,164584000
1990-11-28,0.337054,0.343750,0.328125,0.328125,0.265383,174910400
1990-11-29,0.330357,0.330357,0.323661,0.328125,0.265383,126705600
1990-11-30,0.323661,0.332589,0.323661,0.328125,0.265383,121508800
1990-12-03,0.332589,0.341518,0.330357,0.340402,0.275313,165401600
1990-12-04,0.334821,0.345982,0.334821,0.343750,0.278020,152152000
1990-12-05,0.343750,0.359375,0.338170,0.358259,0.289755,218388800
1990-12-06,0.368304,0.372768,0.361607,0.368304,0.297879,532246400
1990-12-07,0.366071,0.381696,0.366071,0.379464,0.306905,329660800
1990-12-10,0.377232,0.379464,0.370536,0.372768,0.301490,250588800
1990-12-11,0.368304,0.370536,0.357143,0.357143,0.288852,347883200
1990-12-12,0.354911,0.357143,0.348214,0.353795,0.286145,242356800
1990-12-13,0.352679,0.366071,0.352679,0.363839,0.294268,160731200
1990-12-14,0.359375,0.361607,0.352679,0.356027,0.287950,87068800
1990-12-17,0.348214,0.361607,0.348214,0.358259,0.289755,131107200
1990-12-18,0.366071,0.379464,0.363839,0.377232,0.305100,220987200
1990-12-19,0.379464,0.379464,0.367188,0.373884,0.302392,140660800
1990-12-20,0.368304,0.397321,0.368304,0.392857,0.317737,401072000
1990-12-21,0.395089,0.404018,0.388393,0.401786,0.324959,346136000
1990-12-24,0.399554,0.401786,0.392857,0.392857,0.317737,58721600
1990-12-26,0.392857,0.395089,0.383929,0.390625,0.315932,103073600
1990-12-27,0.386161,0.392857,0.386161,0.388393,0.314127,97652800
1990-12-28,0.386161,0.388393,0.381696,0.383929,0.310517,63929600
1990-12-31,0.383929,0.386161,0.381696,0.383929,0.310517,44273600
1991-01-02,0.381696,0.392857,0.375000,0.388393,0.314127,154985600
1991-01-03,0.388393,0.395089,0.383929,0.383929,0.310517,150180800
1991-01-04,0.383929,0.395089,0.383929,0.386161,0.312322,141523200
1991-01-07,0.383929,0.404018,0.383929,0.386161,0.312322,310800000
1991-01-08,0.390625,0.391741,0.379464,0.386161,0.312322,218691200
1991-01-09,0.395089,0.410714,0.390625,0.404018,0.326764,467264000
1991-01-10,0.408482,0.421875,0.408482,0.420759,0.340304,435321600
1991-01-11,0.419643,0.421875,0.410714,0.419643,0.339401,307652800
1991-01-14,0.410714,0.417411,0.410714,0.412946,0.333985,210840000
1991-01-15,0.415179,0.417411,0.410714,0.417411,0.337596,192057600
1991-01-16,0.419643,0.446429,0.417411,0.444196,0.359260,390633600
1991-01-17,0.468750,0.470982,0.437500,0.457589,0.370092,591673600
1991-01-18,0.435268,0.453125,0.433036,0.448661,0.362871,943241600
1991-01-21,0.444196,0.459821,0.444196,0.453125,0.366482,324307200
1991-01-22,0.455357,0.468750,0.450893,0.457589,0.370092,427728000
1991-01-23,0.457589,0.466518,0.455357,0.462054,0.373703,244260800
1991-01-24,0.459821,0.470982,0.459821,0.465402,0.376411,233934400
1991-01-25,0.464286,0.478795,0.464286,0.477679,0.386340,223809600
1991-01-28,0.475446,0.493304,0.475446,0.486607,0.393561,273481600
1991-01-29,0.484375,0.486607,0.466518,0.479911,0.388146,215555200
1991-01-30,0.475446,0.497768,0.475446,0.495536,0.400783,336772800
1991-01-31,0.495536,0.500000,0.488839,0.495536,0.400783,242592000
1991-02-01,0.495536,0.516741,0.495536,0.497768,0.402588,444550400
1991-02-04,0.497768,0.500000,0.491071,0.493304,0.398978,267848000
1991-02-05,0.493304,0.517857,0.488839,0.515625,0.417031,356115200
1991-02-06,0.515625,0.520089,0.504464,0.507813,0.410712,222566400
1991-02-07,0.508929,0.524554,0.497768,0.515625,0.417031,520172800
1991-02-08,0.513393,0.537946,0.513393,0.534598,0.432376,313555200
1991-02-11,0.535714,0.549107,0.533482,0.547991,0.443208,323030400
1991-02-12,0.544643,0.546875,0.530134,0.535714,0.433278,224750400
1991-02-13,0.535714,0.537946,0.517857,0.535714,0.433278,255550400
1991-02-14,0.535714,0.535714,0.506696,0.510045,0.412518,377675200
1991-02-15,0.511161,0.522321,0.511161,0.514509,0.417004,365612800
1991-02-19,0.513393,0.537946,0.512277,0.535714,0.434190,226251200
1991-02-20,0.531250,0.551339,0.529018,0.544643,0.441427,213640000
1991-02-21,0.546875,0.555804,0.524554,0.526786,0.426954,190870400
1991-02-22,0.526786,0.551339,0.522321,0.533482,0.432381,232568000
1991-02-25,0.537946,0.540179,0.513393,0.517857,0.419717,359273600
1991-02-26,0.513393,0.524554,0.504464,0.520089,0.421526,250017600
1991-02-27,0.520089,0.522321,0.513393,0.520089,0.421526,174372800
1991-02-28,0.520089,0.522321,0.502232,0.511161,0.414290,227360000
1991-03-01,0.508929,0.526786,0.508929,0.515625,0.417908,126134400
1991-03-04,0.517857,0.524554,0.508929,0.521205,0.422431,88356800
1991-03-05,0.526786,0.564732,0.526786,0.563616,0.456804,441448000
1991-03-06,0.571429,0.585938,0.561384,0.562500,0.455900,523958400
1991-03-07,0.566964,0.602679,0.564732,0.600446,0.486655,321753600
1991-03-08,0.604911,0.609375,0.580357,0.580357,0.470373,322201600
1991-03-11,0.575893,0.578125,0.555804,0.566964,0.459518,175369600
1991-03-12,0.562500,0.569196,0.558036,0.561384,0.454995,233676800
1991-03-13,0.560268,0.593750,0.560268,0.591518,0.479419,174552000
1991-03-14,0.595982,0.602679,0.575893,0.582589,0.472182,227068800
1991-03-15,0.587054,0.593750,0.582589,0.591518,0.479419,204836800
1991-03-18,0.587054,0.609375,0.587054,0.604911,0.490273,214009600
1991-03-19,0.593750,0.627232,0.587054,0.620536,0.502938,422195200
1991-03-20,0.618304,0.620536,0.597098,0.604911,0.490273,361704000
1991-03-21,0.609375,0.613839,0.569196,0.578125,0.468563,296800000
1991-03-22,0.571429,0.578125,0.555804,0.564732,0.457709,338128000
1991-03-25,0.566964,0.580357,0.564732,0.575893,0.466755,135856000
1991-03-26,0.578125,0.627232,0.578125,0.625000,0.506555,333625600
1991-03-27,0.625000,0.627232,0.611607,0.618304,0.501128,190220800
1991-03-28,0.618304,0.625000,0.604911,0.607143,0.492083,78702400
1991-04-01,0.607143,0.620536,0.602679,0.611607,0.495700,117924800
1991-04-02,0.616071,0.649554,0.611607,0.649554,0.526456,292924800
1991-04-03,0.647321,0.649554,0.625000,0.625000,0.506555,240128000
1991-04-04,0.625000,0.642857,0.620536,0.638393,0.517410,168436800
1991-04-05,0.640625,0.640625,0.613839,0.619420,0.502033,155411200
1991-04-08,0.618304,0.625000,0.613839,0.625000,0.506555,72475200
1991-04-09,0.622768,0.625000,0.609375,0.613839,0.497509,119448000
1991-04-10,0.611607,0.618304,0.595982,0.597098,0.483941,216406400
1991-04-11,0.604911,0.637277,0.602679,0.633929,0.513792,355588800
1991-04-12,0.638393,0.654018,0.622768,0.640625,0.519219,367718400
1991-04-15,0.551339,0.575893,0.535714,0.555804,0.450473,1700384000
1991-04-16,0.564732,0.575893,0.558036,0.573661,0.464946,620782400
1991-04-17,0.580357,0.580357,0.553571,0.564732,0.457709,322403200
1991-04-18,0.560268,0.562500,0.542411,0.544643,0.441427,247363200
1991-04-19,0.544643,0.549107,0.531250,0.532366,0.431477,287302400
1991-04-22,0.531250,0.553571,0.524554,0.549107,0.445045,257017600
1991-04-23,0.555804,0.562500,0.537946,0.549107,0.445045,237294400
1991-04-24,0.551339,0.553571,0.540179,0.542411,0.439618,105448000
1991-04-25,0.533482,0.533482,0.522321,0.522321,0.423335,315380800
1991-04-26,0.522321,0.526786,0.515625,0.523438,0.424240,125059200
1991-04-29,0.522321,0.537946,0.520089,0.520089,0.421526,206707200
1991-04-30,0.515625,0.520089,0.486607,0.491071,0.398007,711446400
1991-05-01,0.428571,0.437500,0.419643,0.421875,0.341925,1868372800
1991-05-02,0.426339,0.444196,0.424107,0.437500,0.354589,811126400
1991-05-03,0.437500,0.441964,0.430804,0.437500,0.354589,243712000
1991-05-06,0.433036,0.450893,0.430804,0.448661,0.363635,212329600
1991-05-07,0.455357,0.457589,0.450893,0.452009,0.366348,270480000
1991-05-08,0.453125,0.453125,0.439732,0.444196,0.360016,176780800
1991-05-09,0.446429,0.459821,0.444196,0.453125,0.367253,238212800
1991-05-10,0.459821,0.475446,0.453125,0.457589,0.370871,241729600
1991-05-13,0.466518,0.477679,0.459821,0.470982,0.381726,244944000
1991-05-14,0.470982,0.479911,0.468750,0.477679,0.387153,216944000
1991-05-15,0.459821,0.464286,0.437500,0.450893,0.365444,518347200
1991-05-16,0.455357,0.457589,0.433036,0.437500,0.354589,382132800
1991-05-17,0.435268,0.435268,0.415179,0.419643,0.340116,471060800
1991-05-20,0.421875,0.424107,0.392857,0.395089,0.321034,262169600
1991-05-21,0.404018,0.415179,0.399554,0.404018,0.328290,349798400
1991-05-22,0.408482,0.415179,0.406250,0.412946,0.335544,227270400
1991-05-23,0.415179,0.417411,0.399554,0.402902,0.327383,208656000
1991-05-24,0.406250,0.410714,0.401786,0.409598,0.332824,97126400
1991-05-28,0.410714,0.412946,0.404018,0.410714,0.333731,171438400
1991-05-29,0.412946,0.426339,0.409598,0.419643,0.340986,384003200
1991-05-30,0.419643,0.426339,0.415179,0.425223,0.345520,158345600
1991-05-31,0.424107,0.426339,0.412946,0.419643,0.340986,217862400
1991-06-03,0.419643,0.441964,0.417411,0.439732,0.357310,220068800
1991-06-04,0.441964,0.441964,0.433036,0.438616,0.356403,184284800
1991-06-05,0.439732,0.439732,0.426339,0.428571,0.348241,133291200
1991-06-06,0.430804,0.430804,0.415179,0.416295,0.338266,168504000
1991-06-07,0.412946,0.419643,0.407366,0.411830,0.334637,152745600
1991-06-10,0.410714,0.420759,0.408482,0.410714,0.333731,167440000
1991-06-11,0.401786,0.406250,0.395089,0.398438,0.323756,188563200
1991-06-12,0.392857,0.399554,0.368304,0.378348,0.307431,435635200
1991-06-13,0.379464,0.383929,0.372768,0.376116,0.305618,211366400
1991-06-14,0.381696,0.381696,0.363839,0.367188,0.298363,225288000
1991-06-17,0.366071,0.377232,0.366071,0.375000,0.304711,166600000
1991-06-18,0.377232,0.386161,0.370536,0.376116,0.305618,244686400
1991-06-19,0.372768,0.377232,0.368304,0.372768,0.302897,178942400
1991-06-20,0.368304,0.375000,0.363839,0.375000,0.304711,144043200
1991-06-21,0.375000,0.379464,0.372768,0.375000,0.304711,206012800
1991-06-24,0.372768,0.377232,0.368304,0.372768,0.302897,207984000
1991-06-25,0.375000,0.383929,0.372768,0.378348,0.307431,227920000
1991-06-26,0.381696,0.388393,0.377232,0.383929,0.311966,250443200
1991-06-27,0.379464,0.381696,0.372768,0.379464,0.308338,151200000
1991-06-28,0.377232,0.379464,0.359375,0.370536,0.301084,226643200
1991-07-01,0.377232,0.383929,0.372768,0.379464,0.308338,194824000
1991-07-02,0.377232,0.381696,0.372768,0.377232,0.306524,120142400
1991-07-03,0.377232,0.388393,0.372768,0.385045,0.312873,310374400
1991-07-05,0.383929,0.410714,0.381696,0.407366,0.331010,331553600
1991-07-08,0.404018,0.421875,0.401786,0.417411,0.339172,307081600
1991-07-09,0.421875,0.430804,0.415179,0.418527,0.340079,226441600
1991-07-10,0.424107,0.430804,0.417411,0.421875,0.342800,156576000
1991-07-11,0.419643,0.421875,0.410714,0.417411,0.339172,145913600
1991-07-12,0.421875,0.421875,0.412946,0.417411,0.339172,132753600
